date,price
2020-12-23,69900
2020-12-24,72800
2020-12-28,72900
2020-12-29,72200
2020-12-30,73600
2021-01-04,74400
2021-01-05,75000
2021-01-06,74300
2021-01-07,74300
2021-01-08,77800
2021-01-11,81000
2021-01-12,80000
2021-01-13,78600
2021-01-14,78800
2021-01-15,77600
2021-01-18,74600
2021-01-19,76400
2021-01-20,76800
2021-01-21,77600
2021-01-22,77600
2021-01-25,79200
2021-01-26,78100
2021-01-27,77300
2021-01-28,75600
2021-01-29,73100
2021-02-01,73300
2021-02-02,74500
2021-02-03,74200
2021-02-04,74300
2021-02-05,74300
2021-02-08,74000
2021-02-09,74000
2021-02-10,74300
2021-02-15,75500
2021-02-16,76200
2021-02-17,74800
2021-02-18,74000
2021-02-19,75500
2021-02-22,74100
2021-02-23,73200
2021-02-24,72700
2021-02-25,74100
2021-02-26,72800
2021-03-02,73100
2021-03-03,73900
2021-03-04,73100
2021-03-05,72200
2021-03-08,72400
2021-03-09,72500
2021-03-10,71900
2021-03-11,72500
2021-03-12,72800
2021-03-15,73100
2021-03-16,73800
2021-03-17,73500
2021-03-18,73600
2021-03-19,72700
2021-03-22,73300
2021-03-23,73300
2021-03-24,72900
2021-03-25,73400
2021-03-26,73800
2021-03-29,74100
2021-03-30,74000
2021-03-31,73000
2021-04-01,73500
2021-04-02,74500
2021-04-05,75500
2021-04-06,76400
2021-04-07,76300
2021-04-08,75200
2021-04-09,75000
2021-04-12,75100
2021-04-13,75200
2021-04-14,75100
2021-04-15,75000
2021-04-16,75200
2021-04-19,75300
2021-04-20,75600
2021-04-21,75000
2021-04-22,75100
2021-04-23,75200
2021-04-26,74600
2021-04-27,74400
2021-04-28,73600
2021-04-29,73500
2021-04-30,73300
2021-05-03,74000
2021-05-04,74400
2021-05-06,74500
2021-05-07,74800
2021-05-10,74900
2021-05-11,74100
2021-05-12,73500
2021-05-13,72200
2021-05-14,73900
2021-05-17,73900
2021-05-18,73600
2021-05-20,73200
2021-05-21,73000
2021-05-24,72500
2021-05-25,72900
2021-05-26,73000
2021-05-27,72200
2021-05-28,72200
2021-05-31,73000
2021-06-01,73100
2021-06-02,72800
2021-06-03,74100
2021-06-04,74100
2021-06-07,74500
2021-06-08,74200
2021-06-09,74200
2021-06-10,73900
2021-06-11,74300
2021-06-14,74200
2021-06-15,74300
2021-06-16,74700
2021-06-17,74300
2021-06-18,74000
2021-06-21,73500
2021-06-22,73700
2021-06-23,73600
2021-06-24,74300
2021-06-25,74800
2021-06-28,74900
2021-06-29,74000
2021-06-30,73700
2021-07-01,73400
2021-07-02,73100
2021-07-05,73600
2021-07-06,73900
2021-07-07,73600
2021-07-08,72700
2021-07-09,72200
2021-07-12,72300
2021-07-13,72500
2021-07-14,72800
2021-07-15,73100
2021-07-16,72900
2021-07-19,72500
2021-07-20,72300
2021-07-21,72300
2021-07-22,73300
2021-07-23,73100
2021-07-26,72900
2021-07-27,72500
2021-07-28,72400
2021-07-29,72600
2021-07-30,72100
2021-08-02,73100
2021-08-03,74200
2021-08-04,75000
2021-08-05,75200
2021-08-06,74900
2021-08-09,75000
2021-08-10,74200
2021-08-11,73100
2021-08-12,71800
2021-08-13,69600
2021-08-17,69100
2021-08-18,69500
2021-08-19,68500
2021-08-20,68400
2021-08-23,68500
2021-08-24,71000
2021-08-25,70500
2021-08-26,70100
2021-08-27,69700
2021-08-30,69700
2021-08-31,70800
2021-09-01,70900
2021-09-02,70300
2021-09-03,71100
2021-09-06,72000
2021-09-07,71300
2021-09-08,72000
2021-09-09,71700
2021-09-10,70700
2021-09-13,70800
2021-09-14,71400
2021-09-15,71800
2021-09-16,71500
2021-09-17,71800
2021-09-23,71800
2021-09-24,71700
2021-09-27,72000
2021-09-28,71600
2021-09-29,70500
2021-09-30,69600
2021-10-01,68000
2021-10-05,66200
2021-10-06,65100
2021-10-07,65600
2021-10-08,66300
2021-10-12,64500
2021-10-13,64100
2021-10-14,64100
2021-10-15,64500
2021-10-18,64100
2021-10-19,64400
2021-10-20,64400
2021-10-21,64500
2021-10-22,64200
2021-10-25,63800
2021-10-26,65000
2021-10-27,64600
2021-10-28,65400
2021-10-29,64000
2021-11-01,65200
2021-11-02,66200
2021-11-03,66200
2021-11-04,66600
2021-11-05,66300
2021-11-08,65500
2021-11-09,66000
2021-11-10,65300
2021-11-11,64900
2021-11-12,65500
2021-11-15,66200
2021-11-16,65900
2021-11-17,66000
2021-11-18,65500
2021-11-19,66200
2021-11-22,69500
2021-11-23,69400
2021-11-24,68500
2021-11-25,67800
2021-11-26,66700
2021-11-29,65800
2021-11-30,63900
2021-12-01,68600
2021-12-02,69500
2021-12-03,69200
2021-12-06,70300
2021-12-07,70900
2021-12-08,70600
2021-12-09,70600
2021-12-10,70600
2021-12-13,70400
2021-12-14,70400
2021-12-15,70500
2021-12-16,70800
2021-12-17,70400
2021-12-20,70000
2021-12-21,71000
2021-12-22,71700
2021-12-23,72300
2021-12-24,72800
2021-12-27,72400
2021-12-28,72400
2021-12-29,71700
2021-12-30,71200
2022-01-03,71400
2022-01-04,71700
2022-01-05,71400
2022-01-06,70900
2022-01-07,71400
2022-01-10,70800
