date,price
2020-09-08,78279
2020-09-09,77075
2020-09-10,77376
2020-09-11,76071
2020-09-14,74967
2020-09-15,76473
2020-09-16,75670
2020-09-17,74465
2020-09-18,74867
2020-09-21,73161
2020-09-22,70853
2020-09-23,73362
2020-09-24,70652
2020-09-25,70551
2020-09-28,74064
2020-09-29,73161
2020-10-05,74365
2020-10-06,76573
2020-10-07,76372
2020-10-08,76071
2020-10-12,74566
2020-10-13,74666
2020-10-14,73964
2020-10-15,72659
2020-10-16,71756
2020-10-19,70853
2020-10-20,70752
2020-10-21,70953
2020-10-22,70050
2020-10-23,68243
2020-10-26,66136
2020-10-27,67039
2020-10-28,69548
2020-10-29,68845
2020-10-30,66236
2020-11-02,67139
2020-11-03,67541
2020-11-04,72157
2020-11-05,72860
2020-11-06,74365
2020-11-09,74566
2020-11-10,71455
2020-11-11,71354
2020-11-12,71756
2020-11-13,73362
2020-11-16,72659
2020-11-17,72659
2020-11-18,73362
2020-11-19,73362
2020-11-20,73362
2020-11-23,73663
2020-11-24,74867
2020-11-25,73663
2020-11-26,75068
2020-11-27,74867
2020-11-30,73863
2020-12-01,75168
2020-12-02,74867
2020-12-03,75068
2020-12-04,78179
2020-12-07,77275
2020-12-08,75168
2020-12-09,75268
2020-12-10,74365
2020-12-11,75168
2020-12-14,74967
2020-12-15,74465
2020-12-16,74666
2020-12-17,74064
2020-12-18,73663
2020-12-21,76172
2020-12-22,75469
2020-12-23,75770
2020-12-24,75068
2020-12-28,74867
2020-12-29,77175
2020-12-30,78179
2021-01-04,79483
2021-01-05,78881
2021-01-06,79383
2021-01-07,80788
2021-01-08,87111
2021-01-11,90924
2021-01-12,91827
2021-01-13,91225
2021-01-14,90623
2021-01-15,87813
2021-01-18,85806
2021-01-19,88315
2021-01-20,89118
2021-01-21,91125
2021-01-22,92931
2021-01-25,95039
2021-01-26,92530
2021-01-27,93333
2021-01-28,91928
2021-01-29,88516
2021-02-01,88616
2021-02-02,89419
2021-02-03,92731
2021-02-04,91225
2021-02-05,91326
2021-02-08,91727
2021-02-09,92530
2021-02-10,98250
2021-02-15,100759
2021-02-16,103168
2021-02-17,102164
2021-02-18,100559
2021-02-19,101161
2021-02-22,98451
2021-02-23,97749
2021-02-24,95039
2021-02-25,97247
2021-02-26,97949
2021-03-02,98652
2021-03-03,99053
2021-03-04,96745
2021-03-05,94537
2021-03-08,91125
2021-03-09,88516
2021-03-10,92329
2021-03-11,96143
2021-03-12,96544
2021-03-15,96143
2021-03-16,96143
2021-03-17,97347
2021-03-18,99956
2021-03-19,98853
2021-03-22,99154
2021-03-23,98451
2021-03-24,98752
2021-03-25,97347
2021-03-26,99354
2021-03-29,97849
2021-03-30,99053
2021-03-31,99956
2021-04-01,100157
2021-04-02,100559
2021-04-05,100759
2021-04-06,109189
2021-04-07,108788
2021-04-08,109992
2021-04-09,112000
2021-04-12,112000
2021-04-13,112000
2021-04-14,112000
2021-04-15,120500
2021-04-16,119000
2021-04-19,119000
2021-04-20,119500
2021-04-21,118000
2021-04-22,117500
2021-04-23,117500
2021-04-26,118000
2021-04-27,121500
2021-04-28,119500
2021-04-29,117000
2021-04-30,113500
2021-05-03,114500
2021-05-04,115500
2021-05-06,115000
2021-05-07,114500
2021-05-10,116000
2021-05-11,114500
2021-05-12,113000
2021-05-13,109500
2021-05-14,109000
2021-05-17,110500
2021-05-18,113000
2021-05-20,113500
2021-05-21,117000
2021-05-24,116500
2021-05-25,118000
2021-05-26,119500
2021-05-27,125000
2021-05-28,122000
2021-05-31,123000
2021-06-01,127000
2021-06-02,127000
2021-06-03,126500
